Description	ID	lycopersicum	appendiculatum	inflata	tuberosum	sinuosa	axillaris	attenuata
OG0021382	OG0021382	0	2	0	1	0	0	0
OG0021383	OG0021383	1	2	0	0	0	0	0
OG0021384	OG0021384	1	2	0	0	0	0	0
OG0021385	OG0021385	1	2	0	0	0	0	0
OG0021386	OG0021386	1	1	0	1	0	0	0
OG0021387	OG0021387	1	1	0	1	0	0	0
OG0021388	OG0021388	1	1	0	1	0	0	0
OG0021389	OG0021389	0	2	0	1	0	0	0
OG0021390	OG0021390	0	2	0	1	0	0	0
OG0021391	OG0021391	1	1	0	1	0	0	0
OG0021392	OG0021392	0	2	0	1	0	0	0
OG0021393	OG0021393	1	1	0	1	0	0	0
OG0021394	OG0021394	1	1	0	1	0	0	0
OG0021395	OG0021395	1	1	0	1	0	0	0
OG0021396	OG0021396	1	1	0	1	0	0	0
OG0021397	OG0021397	1	1	0	1	0	0	0
OG0021398	OG0021398	1	1	0	1	0	0	0
OG0021399	OG0021399	2	1	0	0	0	0	0
OG0021400	OG0021400	2	1	0	0	0	0	0
OG0021401	OG0021401	0	2	0	1	0	0	0
OG0021402	OG0021402	2	1	0	0	0	0	0
OG0021403	OG0021403	2	1	0	0	0	0	0
OG0021404	OG0021404	0	2	0	1	0	0	0
OG0021405	OG0021405	0	1	0	2	0	0	0
OG0021406	OG0021406	1	2	0	0	0	0	0
OG0021407	OG0021407	0	2	0	1	0	0	0
OG0021408	OG0021408	1	1	0	1	0	0	0
OG0021410	OG0021410	0	2	0	1	0	0	0
OG0021411	OG0021411	0	2	0	1	0	0	0
OG0021412	OG0021412	1	1	0	1	0	0	0
OG0021413	OG0021413	0	2	0	1	0	0	0
OG0021414	OG0021414	0	1	0	2	0	0	0
OG0021415	OG0021415	1	2	0	0	0	0	0
OG0021416	OG0021416	1	1	0	1	0	0	0
OG0021417	OG0021417	0	2	0	1	0	0	0
OG0021418	OG0021418	1	1	0	1	0	0	0
OG0021419	OG0021419	1	1	0	1	0	0	0
OG0021420	OG0021420	1	1	0	1	0	0	0
OG0021421	OG0021421	0	2	0	1	0	0	0
OG0021422	OG0021422	1	1	0	1	0	0	0
OG0021423	OG0021423	0	2	0	1	0	0	0
OG0021425	OG0021425	1	1	0	1	0	0	0
OG0021426	OG0021426	1	1	0	1	0	0	0
OG0021427	OG0021427	0	1	0	2	0	0	0
OG0021428	OG0021428	1	1	0	1	0	0	0
OG0021429	OG0021429	0	2	0	1	0	0	0
OG0021430	OG0021430	1	1	0	1	0	0	0
OG0021431	OG0021431	1	1	0	1	0	0	0
OG0021432	OG0021432	1	1	0	1	0	0	0
OG0021433	OG0021433	1	1	0	1	0	0	0
OG0021434	OG0021434	1	1	0	1	0	0	0
OG0021435	OG0021435	1	1	0	1	0	0	0
OG0021436	OG0021436	2	1	0	0	0	0	0
OG0021437	OG0021437	0	2	0	1	0	0	0
OG0021438	OG0021438	0	2	0	1	0	0	0
OG0021439	OG0021439	0	1	0	2	0	0	0
OG0021440	OG0021440	0	2	0	1	0	0	0
OG0021441	OG0021441	0	2	0	1	0	0	0
OG0021442	OG0021442	0	2	0	1	0	0	0
OG0021443	OG0021443	1	1	0	1	0	0	0
OG0021444	OG0021444	1	1	0	1	0	0	0
OG0021445	OG0021445	1	1	0	1	0	0	0
OG0021446	OG0021446	0	1	0	2	0	0	0
OG0021447	OG0021447	1	1	0	1	0	0	0
OG0021448	OG0021448	1	1	0	1	0	0	0
OG0021449	OG0021449	1	1	0	1	0	0	0
OG0021450	OG0021450	1	2	0	0	0	0	0
OG0021451	OG0021451	1	1	0	1	0	0	0
OG0021452	OG0021452	0	2	0	1	0	0	0
OG0021453	OG0021453	1	1	0	1	0	0	0
OG0021454	OG0021454	1	1	0	1	0	0	0
OG0021455	OG0021455	0	1	0	2	0	0	0
OG0021456	OG0021456	1	1	0	1	0	0	0
OG0021457	OG0021457	2	1	0	0	0	0	0
OG0021458	OG0021458	2	1	0	0	0	0	0
OG0021459	OG0021459	2	1	0	0	0	0	0
OG0021460	OG0021460	1	2	0	0	0	0	0
OG0021461	OG0021461	0	2	0	1	0	0	0
OG0021462	OG0021462	1	1	0	1	0	0	0
OG0021463	OG0021463	0	2	0	1	0	0	0
OG0021464	OG0021464	1	1	0	1	0	0	0
OG0021465	OG0021465	0	2	0	1	0	0	0
OG0021466	OG0021466	0	2	0	1	0	0	0
OG0021467	OG0021467	1	2	0	0	0	0	0
OG0021468	OG0021468	1	1	0	1	0	0	0
OG0021469	OG0021469	1	1	0	1	0	0	0
OG0021470	OG0021470	1	1	0	1	0	0	0
OG0021471	OG0021471	1	1	0	1	0	0	0
OG0021472	OG0021472	1	2	0	0	0	0	0
OG0021473	OG0021473	1	1	0	1	0	0	0
OG0021474	OG0021474	1	1	0	1	0	0	0
OG0021475	OG0021475	0	1	0	2	0	0	0
OG0021476	OG0021476	0	2	0	1	0	0	0
OG0021477	OG0021477	1	1	0	1	0	0	0
OG0021478	OG0021478	1	1	0	1	0	0	0
OG0021479	OG0021479	1	1	0	1	0	0	0
OG0021480	OG0021480	1	1	0	1	0	0	0
OG0021481	OG0021481	1	2	0	0	0	0	0
OG0021482	OG0021482	1	2	0	0	0	0	0
OG0021483	OG0021483	1	2	0	0	0	0	0
OG0021484	OG0021484	1	1	0	1	0	0	0
OG0021485	OG0021485	0	1	0	2	0	0	0
OG0021486	OG0021486	2	1	0	0	0	0	0
OG0021487	OG0021487	1	1	0	1	0	0	0
OG0021488	OG0021488	0	2	0	1	0	0	0
OG0021489	OG0021489	1	1	0	1	0	0	0
OG0021490	OG0021490	1	1	0	1	0	0	0
OG0021491	OG0021491	1	1	0	1	0	0	0
OG0021492	OG0021492	1	1	0	1	0	0	0
OG0021493	OG0021493	0	1	0	2	0	0	0
OG0021494	OG0021494	1	1	0	1	0	0	0
OG0021495	OG0021495	1	1	0	1	0	0	0
OG0021496	OG0021496	2	1	0	0	0	0	0
OG0021497	OG0021497	1	1	0	1	0	0	0
OG0021498	OG0021498	0	1	0	2	0	0	0
OG0021499	OG0021499	1	1	0	1	0	0	0
OG0021500	OG0021500	2	1	0	0	0	0	0
OG0021501	OG0021501	1	1	0	1	0	0	0
OG0021502	OG0021502	1	1	0	1	0	0	0
OG0021503	OG0021503	0	2	0	1	0	0	0
OG0021504	OG0021504	1	1	0	1	0	0	0
OG0021505	OG0021505	0	1	0	2	0	0	0
OG0021506	OG0021506	1	1	0	1	0	0	0
OG0021507	OG0021507	1	1	0	1	0	0	0
OG0021508	OG0021508	1	1	0	1	0	0	0
OG0021509	OG0021509	0	1	0	2	0	0	0
OG0021510	OG0021510	1	1	0	1	0	0	0
OG0021511	OG0021511	1	2	0	0	0	0	0
OG0021512	OG0021512	0	1	0	2	0	0	0
OG0021513	OG0021513	1	1	0	1	0	0	0
OG0021514	OG0021514	0	1	0	2	0	0	0
OG0021515	OG0021515	1	1	0	1	0	0	0
OG0021516	OG0021516	1	1	0	1	0	0	0
OG0021517	OG0021517	1	1	0	1	0	0	0
OG0021518	OG0021518	0	1	0	2	0	0	0
OG0021519	OG0021519	1	1	0	1	0	0	0
OG0021520	OG0021520	1	1	0	1	0	0	0
OG0021521	OG0021521	2	0	0	1	0	0	0
OG0021522	OG0021522	1	0	0	2	0	0	0
OG0021523	OG0021523	2	0	0	1	0	0	0
OG0021524	OG0021524	2	0	0	1	0	0	0
OG0021526	OG0021526	1	0	0	2	0	0	0
OG0021527	OG0021527	1	0	0	2	0	0	0
OG0021528	OG0021528	2	0	0	1	0	0	0
OG0021529	OG0021529	1	0	0	2	0	0	0
OG0021530	OG0021530	1	0	0	2	0	0	0
OG0021531	OG0021531	2	0	0	1	0	0	0
OG0021532	OG0021532	1	0	0	2	0	0	0
OG0021533	OG0021533	1	0	0	2	0	0	0
OG0021534	OG0021534	1	0	0	2	0	0	0
OG0021535	OG0021535	2	0	0	1	0	0	0
OG0021536	OG0021536	1	0	0	2	0	0	0
OG0021537	OG0021537	1	0	0	2	0	0	0
OG0021538	OG0021538	2	0	0	1	0	0	0
OG0021539	OG0021539	1	0	0	2	0	0	0
OG0021540	OG0021540	1	0	0	2	0	0	0
OG0021541	OG0021541	2	0	0	1	0	0	0
OG0021542	OG0021542	1	0	0	2	0	0	0
OG0021544	OG0021544	2	0	0	1	0	0	0
OG0021545	OG0021545	2	0	0	1	0	0	0
OG0021546	OG0021546	1	0	0	2	0	0	0
OG0021547	OG0021547	2	0	0	1	0	0	0
OG0021548	OG0021548	1	0	0	2	0	0	0
OG0021549	OG0021549	2	0	0	1	0	0	0
OG0021550	OG0021550	1	0	0	2	0	0	0
OG0021551	OG0021551	1	0	0	2	0	0	0
OG0021552	OG0021552	2	0	0	1	0	0	0
OG0021553	OG0021553	1	0	0	2	0	0	0
OG0021554	OG0021554	1	0	0	2	0	0	0
OG0021555	OG0021555	1	0	0	2	0	0	0
OG0021556	OG0021556	1	0	0	2	0	0	0
OG0021557	OG0021557	1	0	0	2	0	0	0
OG0021558	OG0021558	2	0	0	1	0	0	0
OG0021559	OG0021559	1	0	0	2	0	0	0
OG0021560	OG0021560	1	0	0	2	0	0	0
OG0021562	OG0021562	1	0	0	2	0	0	0
OG0021563	OG0021563	1	0	0	2	0	0	0
OG0021564	OG0021564	1	0	0	2	0	0	0
OG0021565	OG0021565	2	0	0	1	0	0	0
OG0021567	OG0021567	1	0	0	2	0	0	0
OG0021568	OG0021568	1	0	0	2	0	0	0
OG0021569	OG0021569	1	0	0	2	0	0	0
OG0021570	OG0021570	1	0	0	2	0	0	0
OG0021574	OG0021574	0	0	0	1	1	0	0
OG0021575	OG0021575	0	0	0	1	1	0	0
OG0021576	OG0021576	0	0	1	0	1	0	0
OG0021577	OG0021577	0	0	0	1	1	0	0
OG0021578	OG0021578	0	0	0	0	1	1	0
OG0021579	OG0021579	0	0	0	1	1	0	0
OG0021580	OG0021580	0	1	0	0	1	0	0
OG0021581	OG0021581	0	0	1	0	1	0	0
OG0021582	OG0021582	0	0	0	0	1	0	1
OG0021583	OG0021583	0	1	0	0	1	0	0
OG0021584	OG0021584	1	0	0	0	1	0	0
OG0021585	OG0021585	0	0	0	1	1	0	0
OG0021586	OG0021586	0	0	0	0	1	1	0
OG0021587	OG0021587	0	1	0	0	1	0	0
OG0021588	OG0021588	0	0	0	0	1	1	0
OG0021589	OG0021589	0	0	0	1	1	0	0
OG0021590	OG0021590	0	0	0	0	1	0	1
OG0021592	OG0021592	1	0	0	0	1	0	0
OG0021593	OG0021593	0	0	0	1	1	0	0
OG0021594	OG0021594	0	0	0	1	1	0	0
OG0021595	OG0021595	0	0	0	1	1	0	0
OG0021596	OG0021596	0	1	0	0	1	0	0
OG0021597	OG0021597	1	0	0	0	1	0	0
OG0021598	OG0021598	1	0	0	0	1	0	0
OG0021600	OG0021600	0	0	0	1	1	0	0
OG0021601	OG0021601	0	0	1	0	1	0	0
OG0021602	OG0021602	0	0	0	1	1	0	0
OG0021603	OG0021603	0	0	0	0	1	0	1
OG0021604	OG0021604	0	0	0	0	1	0	1
OG0021605	OG0021605	0	1	0	0	1	0	0
OG0021606	OG0021606	1	0	0	0	1	0	0
OG0021607	OG0021607	0	0	0	0	1	0	1
OG0021608	OG0021608	0	0	0	1	1	0	0
OG0021609	OG0021609	0	1	0	0	1	0	0
OG0021610	OG0021610	1	0	0	0	1	0	0
OG0021611	OG0021611	1	0	0	0	1	0	0
OG0021612	OG0021612	0	0	0	0	1	0	1
OG0021613	OG0021613	0	0	1	0	1	0	0
OG0021614	OG0021614	0	0	0	1	1	0	0
OG0021615	OG0021615	0	0	0	1	1	0	0
OG0021616	OG0021616	0	0	1	0	1	0	0
OG0021617	OG0021617	1	0	0	0	1	0	0
OG0021618	OG0021618	1	0	0	0	1	0	0
OG0021619	OG0021619	0	1	0	0	1	0	0
OG0021620	OG0021620	0	0	0	1	1	0	0
OG0021622	OG0021622	0	0	1	0	1	0	0
OG0021623	OG0021623	1	0	0	0	1	0	0
OG0021624	OG0021624	0	0	0	0	1	0	1
OG0021625	OG0021625	1	0	0	0	1	0	0
OG0021626	OG0021626	0	1	0	0	1	0	0
OG0021627	OG0021627	0	0	0	0	1	0	1
OG0021628	OG0021628	0	0	0	0	1	0	1
OG0021629	OG0021629	0	0	0	1	1	0	0
OG0021630	OG0021630	0	0	0	1	1	0	0
OG0021631	OG0021631	0	1	0	0	1	0	0
OG0021632	OG0021632	0	1	0	0	1	0	0
OG0021633	OG0021633	0	1	0	0	1	0	0
OG0021634	OG0021634	1	0	0	0	1	0	0
OG0021635	OG0021635	0	0	0	1	1	0	0
OG0021636	OG0021636	0	0	0	0	1	0	1
OG0021637	OG0021637	0	1	0	0	1	0	0
OG0021638	OG0021638	0	0	0	0	1	0	1
OG0021640	OG0021640	0	1	0	0	1	0	0
OG0021641	OG0021641	0	0	0	0	1	0	1
OG0021642	OG0021642	0	0	1	0	1	0	0
OG0021643	OG0021643	0	1	0	0	1	0	0
OG0021644	OG0021644	0	0	0	0	1	1	0
OG0021645	OG0021645	0	0	1	0	1	0	0
OG0021646	OG0021646	0	0	0	1	1	0	0
OG0021647	OG0021647	0	1	0	0	1	0	0
OG0021648	OG0021648	1	0	0	0	1	0	0
OG0021649	OG0021649	0	0	0	1	1	0	0
OG0021650	OG0021650	0	0	0	0	1	0	1
OG0021651	OG0021651	0	1	0	0	1	0	0
OG0021652	OG0021652	0	1	0	0	1	0	0
OG0021653	OG0021653	1	0	0	0	1	0	0
OG0021654	OG0021654	0	1	0	0	1	0	0
OG0021655	OG0021655	0	0	0	1	1	0	0
OG0021656	OG0021656	0	0	0	0	1	0	1
OG0021657	OG0021657	0	0	0	0	1	0	1
OG0021658	OG0021658	0	0	0	1	1	0	0
OG0021659	OG0021659	0	0	0	0	1	0	1
OG0021660	OG0021660	0	0	0	0	1	0	1
OG0021661	OG0021661	0	0	0	1	1	0	0
OG0021662	OG0021662	0	0	1	0	1	0	0
OG0021663	OG0021663	0	1	0	0	1	0	0
OG0021664	OG0021664	0	0	0	1	1	0	0
OG0021665	OG0021665	0	0	0	0	1	0	1
OG0021666	OG0021666	0	0	0	0	1	1	0
OG0021667	OG0021667	0	0	0	1	1	0	0
OG0021668	OG0021668	0	0	0	0	1	0	1
OG0021669	OG0021669	1	0	0	0	1	0	0
OG0021670	OG0021670	1	0	0	0	1	0	0
OG0021671	OG0021671	0	0	0	0	1	0	1
OG0021672	OG0021672	0	0	0	1	1	0	0
OG0021673	OG0021673	0	1	0	0	1	0	0
OG0021674	OG0021674	0	1	0	0	1	0	0
OG0021675	OG0021675	0	1	0	0	1	0	0
OG0021676	OG0021676	1	0	0	0	1	0	0
OG0021677	OG0021677	1	0	0	0	1	0	0
OG0021678	OG0021678	0	0	0	0	1	0	1
OG0021679	OG0021679	0	1	0	0	1	0	0
OG0021680	OG0021680	0	1	0	0	1	0	0
OG0021681	OG0021681	0	0	0	0	1	0	1
OG0021682	OG0021682	0	0	0	0	1	0	1
OG0021683	OG0021683	0	0	1	0	1	0	0
OG0021684	OG0021684	0	0	0	1	1	0	0
OG0021685	OG0021685	0	1	0	0	1	0	0
OG0021686	OG0021686	1	0	0	0	1	0	0
OG0021687	OG0021687	1	0	0	0	1	0	0
OG0021688	OG0021688	0	1	0	0	1	0	0
OG0021689	OG0021689	0	0	0	1	1	0	0
OG0021690	OG0021690	0	0	0	1	1	0	0
OG0021691	OG0021691	0	0	0	0	1	0	1
OG0021692	OG0021692	0	0	0	0	1	0	1
OG0021693	OG0021693	0	1	0	0	1	0	0
OG0021694	OG0021694	1	0	0	0	1	0	0
OG0021695	OG0021695	0	1	0	0	1	0	0
OG0021696	OG0021696	1	0	0	0	1	0	0
OG0021697	OG0021697	0	1	0	0	1	0	0
OG0021698	OG0021698	0	1	0	0	1	0	0
OG0021699	OG0021699	0	1	0	0	1	0	0
OG0021700	OG0021700	0	1	0	0	1	0	0
OG0021701	OG0021701	1	0	0	0	1	0	0
OG0021702	OG0021702	0	1	0	0	1	0	0
OG0021703	OG0021703	0	1	0	0	1	0	0
OG0021704	OG0021704	0	0	0	0	1	1	0
OG0021705	OG0021705	0	0	0	1	1	0	0
OG0021706	OG0021706	0	1	0	0	1	0	0
OG0021707	OG0021707	0	1	0	0	1	0	0
OG0021708	OG0021708	1	0	0	0	1	0	0
OG0021709	OG0021709	0	0	0	0	1	0	1
OG0021711	OG0021711	1	0	0	0	1	0	0
OG0021712	OG0021712	0	0	0	1	1	0	0
OG0021713	OG0021713	0	0	0	1	1	0	0
OG0021714	OG0021714	0	0	0	0	1	0	1
OG0021715	OG0021715	0	0	0	1	1	0	0
OG0021716	OG0021716	0	0	1	0	1	0	0
OG0021717	OG0021717	0	1	0	0	1	0	0
OG0021718	OG0021718	0	1	0	0	1	0	0
OG0021719	OG0021719	0	0	0	1	1	0	0
OG0021720	OG0021720	0	0	0	0	1	1	0
OG0021722	OG0021722	0	0	0	1	1	0	0
OG0021723	OG0021723	0	1	0	0	1	0	0
OG0021724	OG0021724	0	0	0	1	1	0	0
OG0021725	OG0021725	0	1	0	0	1	0	0
OG0021726	OG0021726	0	0	0	0	1	0	1
OG0021727	OG0021727	1	0	0	0	1	0	0
OG0021728	OG0021728	1	0	0	0	1	0	0
OG0021729	OG0021729	0	1	0	0	1	0	0
OG0021730	OG0021730	0	1	0	0	1	0	0
OG0021731	OG0021731	0	1	0	0	1	0	0
OG0021733	OG0021733	0	0	0	0	1	1	0
OG0021734	OG0021734	0	1	0	0	1	0	0
OG0021735	OG0021735	1	0	0	0	1	0	0
OG0021736	OG0021736	1	0	0	0	1	0	0
OG0021737	OG0021737	0	0	0	1	1	0	0
OG0021738	OG0021738	0	1	0	0	1	0	0
OG0021740	OG0021740	0	0	0	0	1	0	1
OG0021741	OG0021741	0	1	0	0	1	0	0
OG0021742	OG0021742	1	0	0	0	1	0	0
OG0021743	OG0021743	1	0	0	0	1	0	0
OG0021744	OG0021744	0	0	0	1	1	0	0
OG0021745	OG0021745	0	0	0	1	1	0	0
OG0021746	OG0021746	0	0	0	1	1	0	0
OG0021747	OG0021747	0	0	0	1	1	0	0
OG0021749	OG0021749	0	0	0	1	1	0	0
OG0021750	OG0021750	1	0	0	0	1	0	0
OG0021751	OG0021751	1	0	0	0	1	0	0
OG0021752	OG0021752	0	0	0	1	1	0	0
OG0021753	OG0021753	0	0	0	0	1	1	0
OG0021755	OG0021755	0	0	0	0	1	0	1
OG0021756	OG0021756	1	0	0	0	1	0	0
OG0021757	OG0021757	0	0	0	1	1	0	0
OG0021758	OG0021758	0	0	0	0	1	1	0
OG0021759	OG0021759	0	0	0	1	1	0	0
OG0021760	OG0021760	0	0	0	1	1	0	0
OG0021761	OG0021761	0	1	0	0	1	0	0
OG0021762	OG0021762	0	0	0	1	1	0	0
OG0021763	OG0021763	1	0	0	0	1	0	0
OG0021764	OG0021764	0	0	0	1	1	0	0
OG0021765	OG0021765	0	1	0	0	1	0	0
OG0021766	OG0021766	0	0	1	0	1	0	0
OG0021767	OG0021767	0	0	0	0	1	0	1
OG0021768	OG0021768	1	0	0	0	1	0	0
OG0021769	OG0021769	0	1	0	0	1	0	0
OG0021770	OG0021770	0	0	0	1	1	0	0
OG0021771	OG0021771	0	1	0	0	1	0	0
OG0021772	OG0021772	0	0	0	1	1	0	0
OG0021773	OG0021773	0	0	0	0	1	0	1
OG0021775	OG0021775	0	1	0	0	1	0	0
OG0021776	OG0021776	0	0	0	0	1	0	1
OG0021777	OG0021777	1	0	0	0	1	0	0
OG0021778	OG0021778	0	0	0	0	1	0	1
OG0021779	OG0021779	0	1	0	0	1	0	0
OG0021780	OG0021780	0	0	0	1	1	0	0
OG0021781	OG0021781	0	1	0	0	1	0	0
OG0021782	OG0021782	1	0	0	0	1	0	0
OG0021783	OG0021783	0	1	0	0	1	0	0
OG0021784	OG0021784	0	0	0	1	1	0	0
OG0021785	OG0021785	0	0	0	1	1	0	0
OG0021786	OG0021786	0	0	0	0	1	0	1
OG0021787	OG0021787	0	1	0	0	1	0	0
OG0021788	OG0021788	0	1	0	0	1	0	0
OG0021789	OG0021789	0	0	0	0	1	0	1
OG0021790	OG0021790	0	0	0	1	1	0	0
OG0021791	OG0021791	0	0	0	0	1	0	1
OG0021792	OG0021792	0	0	0	0	1	0	1
OG0021793	OG0021793	0	1	0	0	1	0	0
OG0021794	OG0021794	0	1	0	0	1	0	0
OG0021795	OG0021795	0	0	0	0	1	0	1
OG0021797	OG0021797	0	0	0	0	1	1	0
OG0021798	OG0021798	0	1	0	0	1	0	0
OG0021799	OG0021799	0	0	0	0	1	0	1
OG0021800	OG0021800	0	0	1	0	1	0	0
OG0021801	OG0021801	0	1	0	0	1	0	0
OG0021802	OG0021802	0	0	0	1	1	0	0
OG0021803	OG0021803	0	0	0	1	1	0	0
OG0021804	OG0021804	0	1	0	0	1	0	0
OG0021805	OG0021805	0	0	0	0	1	1	0
OG0021806	OG0021806	0	0	0	0	1	1	0
OG0021807	OG0021807	0	1	0	0	1	0	0
OG0021808	OG0021808	0	0	0	1	1	0	0
OG0021809	OG0021809	0	0	1	0	1	0	0
OG0021810	OG0021810	1	0	0	0	1	0	0
OG0021811	OG0021811	0	1	0	0	1	0	0
OG0021812	OG0021812	0	0	0	0	1	0	1
OG0021814	OG0021814	0	0	1	0	1	0	0
OG0021815	OG0021815	1	0	0	0	1	0	0
OG0021816	OG0021816	0	1	0	0	1	0	0
OG0021817	OG0021817	0	0	0	1	1	0	0
OG0021818	OG0021818	0	0	1	0	1	0	0
OG0021819	OG0021819	1	0	0	0	1	0	0
OG0021820	OG0021820	0	0	0	0	1	0	1
OG0021821	OG0021821	0	1	0	0	1	0	0
OG0021822	OG0021822	0	1	0	0	1	0	0
OG0021823	OG0021823	0	0	1	0	1	0	0
OG0021824	OG0021824	0	1	0	0	1	0	0
OG0021825	OG0021825	0	0	1	0	1	0	0
OG0021826	OG0021826	0	0	0	1	1	0	0
OG0021827	OG0021827	1	0	0	0	1	0	0
OG0021828	OG0021828	0	1	0	0	1	0	0
OG0021829	OG0021829	1	0	0	0	1	0	0
OG0021830	OG0021830	0	0	0	1	1	0	0
OG0021831	OG0021831	1	0	0	0	1	0	0
OG0021832	OG0021832	0	1	0	0	1	0	0
OG0021833	OG0021833	0	1	0	0	1	0	0
OG0021834	OG0021834	0	1	0	0	1	0	0
OG0021835	OG0021835	0	0	0	1	1	0	0
OG0021837	OG0021837	0	0	0	0	1	0	1
OG0021838	OG0021838	1	0	0	0	1	0	0
OG0021839	OG0021839	0	0	0	1	1	0	0
OG0021840	OG0021840	0	0	0	1	1	0	0
OG0021841	OG0021841	0	0	0	1	1	0	0
OG0021842	OG0021842	0	1	0	0	1	0	0
OG0021843	OG0021843	0	0	0	0	1	0	1
OG0021844	OG0021844	0	0	0	1	1	0	0
OG0021845	OG0021845	1	0	0	0	1	0	0
OG0021846	OG0021846	0	0	0	0	1	0	1
OG0021847	OG0021847	0	0	0	1	1	0	0
OG0021848	OG0021848	1	0	0	0	1	0	0
OG0021849	OG0021849	0	0	0	0	1	1	0
OG0021850	OG0021850	1	0	0	0	1	0	0
OG0021851	OG0021851	1	0	0	0	1	0	0
OG0021852	OG0021852	0	0	0	1	1	0	0
OG0021853	OG0021853	0	1	0	0	1	0	0
OG0021854	OG0021854	0	0	1	0	1	0	0
OG0021855	OG0021855	0	1	0	0	1	0	0
OG0021856	OG0021856	0	0	0	0	1	0	1
OG0021857	OG0021857	0	0	0	0	1	1	0
OG0021858	OG0021858	0	0	0	1	1	0	0
OG0021859	OG0021859	1	0	0	0	1	0	0
OG0021860	OG0021860	0	1	0	0	1	0	0
OG0021861	OG0021861	0	1	0	0	1	0	0
OG0021862	OG0021862	0	1	0	0	1	0	0
OG0021863	OG0021863	1	0	0	0	1	0	0
OG0021864	OG0021864	0	0	0	1	1	0	0
OG0021865	OG0021865	0	0	1	0	1	0	0
OG0021866	OG0021866	0	0	1	0	1	0	0
OG0021867	OG0021867	0	1	0	0	1	0	0
OG0021868	OG0021868	0	0	0	1	1	0	0
OG0021869	OG0021869	0	0	0	0	1	0	1
OG0021870	OG0021870	1	0	0	0	1	0	0
OG0021871	OG0021871	0	0	0	1	1	0	0
OG0021872	OG0021872	0	1	0	0	1	0	0
OG0021873	OG0021873	0	0	1	0	1	0	0
OG0021874	OG0021874	0	1	0	0	1	0	0
OG0021875	OG0021875	0	0	0	1	1	0	0
OG0021876	OG0021876	0	0	0	0	1	0	1
OG0021877	OG0021877	0	0	1	0	1	0	0
OG0021878	OG0021878	0	1	0	0	1	0	0
OG0021879	OG0021879	1	0	0	0	1	0	0
OG0021880	OG0021880	0	1	0	0	1	0	0
OG0021881	OG0021881	0	1	0	0	1	0	0
OG0021882	OG0021882	0	0	0	1	1	0	0
OG0021883	OG0021883	1	0	0	0	1	0	0
OG0021884	OG0021884	1	0	0	0	1	0	0
OG0021885	OG0021885	1	0	0	0	1	0	0
OG0021886	OG0021886	0	1	0	0	1	0	0
OG0021887	OG0021887	0	1	0	0	1	0	0
OG0021888	OG0021888	1	0	0	0	1	0	0
OG0021889	OG0021889	0	1	0	0	1	0	0
OG0021890	OG0021890	0	0	0	1	1	0	0
OG0021891	OG0021891	0	0	0	0	1	1	0
OG0021893	OG0021893	0	0	0	0	1	0	1
OG0021894	OG0021894	1	0	0	0	1	0	0
OG0021895	OG0021895	0	0	1	0	1	0	0
OG0021896	OG0021896	0	0	0	0	1	0	1
OG0021897	OG0021897	1	0	0	0	1	0	0
OG0021898	OG0021898	0	0	0	0	1	0	1
OG0021899	OG0021899	0	0	1	0	1	0	0
OG0021900	OG0021900	0	0	0	1	1	0	0
OG0021901	OG0021901	0	0	0	0	1	0	1
OG0021902	OG0021902	0	1	0	0	1	0	0
OG0021903	OG0021903	0	1	0	0	1	0	0
OG0021904	OG0021904	0	1	0	0	1	0	0
OG0021905	OG0021905	0	1	0	0	1	0	0
OG0021906	OG0021906	0	1	0	0	1	0	0
OG0021907	OG0021907	0	1	0	0	1	0	0
OG0021908	OG0021908	0	0	0	1	1	0	0
OG0021909	OG0021909	0	0	0	0	1	0	1
OG0021910	OG0021910	1	0	0	0	1	0	0
OG0021911	OG0021911	0	1	0	0	1	0	0
OG0021912	OG0021912	0	0	1	0	1	0	0
OG0021913	OG0021913	0	0	0	1	1	0	0
OG0021914	OG0021914	0	0	0	1	1	0	0
OG0021915	OG0021915	0	0	0	0	1	0	1
OG0021916	OG0021916	0	0	1	0	1	0	0
OG0021917	OG0021917	0	1	0	0	1	0	0
OG0021918	OG0021918	0	0	0	1	1	0	0
OG0021919	OG0021919	0	1	0	0	1	0	0
OG0021920	OG0021920	0	1	0	0	1	0	0
OG0021921	OG0021921	0	0	0	0	1	0	1
OG0021922	OG0021922	0	0	0	1	1	0	0
OG0021923	OG0021923	0	0	0	1	1	0	0
OG0021924	OG0021924	0	0	1	0	1	0	0
OG0021925	OG0021925	0	1	0	0	1	0	0
OG0021926	OG0021926	0	1	0	0	1	0	0
OG0021927	OG0021927	0	1	0	0	1	0	0
OG0021928	OG0021928	0	1	0	0	1	0	0
OG0021929	OG0021929	0	0	0	0	1	0	1
OG0021930	OG0021930	0	0	0	0	1	1	0
OG0021931	OG0021931	1	0	0	0	1	0	0
OG0021932	OG0021932	1	0	0	0	1	0	0
OG0021933	OG0021933	0	1	0	0	1	0	0
OG0021934	OG0021934	0	0	0	1	1	0	0
OG0021935	OG0021935	0	1	0	0	1	0	0
OG0021936	OG0021936	0	0	1	0	1	0	0
OG0021937	OG0021937	0	1	0	0	1	0	0
OG0021938	OG0021938	0	0	0	1	1	0	0
OG0021939	OG0021939	0	0	0	1	1	0	0
OG0021940	OG0021940	0	0	0	1	1	0	0
OG0021941	OG0021941	0	0	0	1	1	0	0
